ClienteID,Nombre,Email,Telefono,Ciudad,FechaRegistro,Estado
107,Cliente 107,cliente107@correo.com,3867536910,Medellín,2024-02-19,Inactivo
108,Cliente 108,cliente108@correo.com,3832373336,Barranquilla,2024-03-06,Inactivo
109,Cliente 109,cliente109@correo.com,3681299830,Barranquilla,2024-09-13,Inactivo
110,Cliente 110,cliente110@correo.com,3524890854,Cali,2024-01-12,Activo
111,Cliente 111,cliente111@correo.com,3621605647,Bogotá,2024-09-21,Inactivo
112,Cliente 112,cliente112@correo.com,3166917337,Cali,2024-01-20,Activo
113,Cliente 113,cliente113@correo.com,3248708728,Cali,2024-05-08,Inactivo
114,Cliente 114,cliente114@correo.com,3705667632,Barranquilla,2025-02-11,Activo
115,Cliente 115,cliente115@correo.com,3350750554,Barranquilla,2024-04-01,Activo
116,Cliente 116,cliente116@correo.com,3667689171,Cali,2024-06-30,Inactivo
117,Cliente 117,cliente117@correo.com,3355952862,Cali,2024-08-19,Inactivo
118,Cliente 118,cliente118@correo.com,3341658575,Barranquilla,2025-05-05,Inactivo
119,Cliente 119,cliente119@correo.com,3794083008,Medellín,2024-10-08,Activo
120,Cliente 120,cliente120@correo.com,3919473645,Bucaramanga,2024-03-14,Inactivo
121,Cliente 121,cliente121@correo.com,3649360478,Medellín,2024-06-12,Inactivo
122,Cliente 122,cliente122@correo.com,3843627383,Cali,2024-11-01,Inactivo
123,Cliente 123,cliente123@correo.com,3852996523,Barranquilla,2024-06-18,Activo
124,Cliente 124,cliente124@correo.com,3750800466,Bucaramanga,2024-05-06,Inactivo
125,Cliente 125,cliente125@correo.com,3267266665,Cali,2024-06-29,Inactivo
126,Cliente 126,cliente126@correo.com,3711514593,Bogotá,2024-08-10,Inactivo
127,Cliente 127,cliente127@correo.com,3870037450,Cali,2025-02-07,Inactivo
128,Cliente 128,cliente128@correo.com,3276950670,Bucaramanga,2025-06-11,Activo
129,Cliente 129,cliente129@correo.com,3197068183,Cali,2025-06-20,Activo
130,Cliente 130,cliente130@correo.com,3891248414,Bogotá,2024-09-30,Activo
131,Cliente 131,cliente131@correo.com,3577878174,Medellín,2024-03-24,Inactivo
132,Cliente 132,cliente132@correo.com,3526533181,Medellín,2025-03-19,Inactivo
133,Cliente 133,cliente133@correo.com,3235645882,Bucaramanga,2025-03-24,Inactivo
134,Cliente 134,cliente134@correo.com,3227975781,Barranquilla,2024-08-05,Inactivo
135,Cliente 135,cliente135@correo.com,3809216897,Cali,2024-04-30,Inactivo
136,Cliente 136,cliente136@correo.com,3506786558,Bucaramanga,2024-09-11,Activo
137,Cliente 137,cliente137@correo.com,3667325620,Barranquilla,2024-07-13,Activo
138,Cliente 138,cliente138@correo.com,3773801542,Bucaramanga,2024-02-01,Activo
139,Cliente 139,cliente139@correo.com,3321841309,Medellín,2024-09-23,Inactivo
140,Cliente 140,cliente140@correo.com,3682332529,Medellín,2024-05-31,Inactivo
141,Cliente 141,cliente141@correo.com,3728931477,Cali,2024-11-14,Inactivo
142,Cliente 142,cliente142@correo.com,3685594101,Cali,2024-06-21,Inactivo
143,Cliente 143,cliente143@correo.com,3230781763,Medellín,2025-03-06,Inactivo
144,Cliente 144,cliente144@correo.com,3404993616,Bogotá,2024-07-28,Activo
145,Cliente 145,cliente145@correo.com,3711290426,Bogotá,2024-04-30,Inactivo
146,Cliente 146,cliente146@correo.com,3180727746,Bucaramanga,2024-05-19,Inactivo
147,Cliente 147,cliente147@correo.com,3569406834,Bucaramanga,2024-11-14,Inactivo
148,Cliente 148,cliente148@correo.com,3100907011,Bogotá,2024-11-27,Inactivo
149,Cliente 149,cliente149@correo.com,3476038084,Cali,2025-04-05,Inactivo
150,Cliente 150,cliente150@correo.com,3940833598,Bucaramanga,2024-12-13,Inactivo
151,Cliente 151,cliente151@correo.com,3795428473,Barranquilla,2024-04-25,Inactivo
152,Cliente 152,cliente152@correo.com,3697954550,Bogotá,2024-07-27,Inactivo
153,Cliente 153,cliente153@correo.com,3313544986,Barranquilla,2025-06-07,Inactivo
154,Cliente 154,cliente154@correo.com,3854724435,Medellín,2024-11-08,Inactivo
155,Cliente 155,cliente155@correo.com,3485926471,Bucaramanga,2024-07-21,Activo
156,Cliente 156,cliente156@correo.com,3722068246,Barranquilla,2025-02-02,Inactivo
157,Cliente 157,cliente157@correo.com,3767464578,Bucaramanga,2024-12-10,Activo
158,Cliente 158,cliente158@correo.com,3900762661,Medellín,2025-05-19,Inactivo
159,Cliente 159,cliente159@correo.com,3537011818,Medellín,2024-01-22,Inactivo
160,Cliente 160,cliente160@correo.com,3291288264,Bogotá,2024-10-03,Activo
161,Cliente 161,cliente161@correo.com,3384094105,Barranquilla,2024-12-23,Inactivo
162,Cliente 162,cliente162@correo.com,3596144696,Cali,2024-06-04,Inactivo
163,Cliente 163,cliente163@correo.com,3601547630,Bucaramanga,2024-06-22,Activo
164,Cliente 164,cliente164@correo.com,3647909971,Bogotá,2024-10-04,Inactivo
165,Cliente 165,cliente165@correo.com,3481368739,Bogotá,2024-03-12,Inactivo
166,Cliente 166,cliente166@correo.com,3276242649,Bucaramanga,2024-01-21,Activo
167,Cliente 167,cliente167@correo.com,3531562313,Cali,2024-04-05,Inactivo
168,Cliente 168,cliente168@correo.com,3667035324,Medellín,2024-08-01,Activo
169,Cliente 169,cliente169@correo.com,3388910869,Bogotá,2024-12-07,Activo
170,Cliente 170,cliente170@correo.com,3807364957,Cali,2025-06-19,Inactivo
171,Cliente 171,cliente171@correo.com,3698773125,Bogotá,2025-06-07,Activo
172,Cliente 172,cliente172@correo.com,3801225344,Bucaramanga,2024-10-31,Inactivo
173,Cliente 173,cliente173@correo.com,3754624232,Medellín,2024-12-30,Inactivo
174,Cliente 174,cliente174@correo.com,3285073331,Barranquilla,2025-02-13,Inactivo
175,Cliente 175,cliente175@correo.com,3868855300,Medellín,2024-12-03,Inactivo
176,Cliente 176,cliente176@correo.com,3809571767,Bogotá,2024-09-07,Inactivo
177,Cliente 177,cliente177@correo.com,3563604804,Medellín,2024-11-20,Inactivo
178,Cliente 178,cliente178@correo.com,3177888513,Medellín,2024-07-13,Inactivo
179,Cliente 179,cliente179@correo.com,3750966609,Cali,2024-05-31,Inactivo
180,Cliente 180,cliente180@correo.com,3274521483,Medellín,2025-06-23,Activo
181,Cliente 181,cliente181@correo.com,3487717185,Cali,2025-03-27,Inactivo
182,Cliente 182,cliente182@correo.com,3224378980,Medellín,2024-09-03,Inactivo
183,Cliente 183,cliente183@correo.com,3214230494,Medellín,2024-03-10,Inactivo
184,Cliente 184,cliente184@correo.com,3628669128,Bogotá,2024-11-25,Activo
185,Cliente 185,cliente185@correo.com,3159424144,Bucaramanga,2024-02-16,Activo
186,Cliente 186,cliente186@correo.com,3833687121,Bogotá,2024-08-09,Inactivo
187,Cliente 187,cliente187@correo.com,3467695544,Cali,2025-03-28,Activo
188,Cliente 188,cliente188@correo.com,3202253351,Medellín,2024-06-25,Inactivo
189,Cliente 189,cliente189@correo.com,3631526770,Barranquilla,2024-08-26,Inactivo
190,Cliente 190,cliente190@correo.com,3348804573,Medellín,2024-06-21,Inactivo
191,Cliente 191,cliente191@correo.com,3687357722,Bucaramanga,2025-04-18,Inactivo
192,Cliente 192,cliente192@correo.com,3585005860,Cali,2024-08-04,Inactivo
193,Cliente 193,cliente193@correo.com,3737393106,Bogotá,2025-05-23,Activo
194,Cliente 194,cliente194@correo.com,3149626148,Bogotá,2024-03-21,Activo
195,Cliente 195,cliente195@correo.com,3443140435,Barranquilla,2025-05-06,Inactivo
196,Cliente 196,cliente196@correo.com,3529420061,Medellín,2024-07-19,Activo
197,Cliente 197,cliente197@correo.com,3116300529,Barranquilla,2024-02-01,Activo
198,Cliente 198,cliente198@correo.com,3706389371,Barranquilla,2024-02-28,Inactivo
199,Cliente 199,cliente199@correo.com,3185382286,Barranquilla,2024-05-13,Inactivo
200,Cliente 200,cliente200@correo.com,3138085235,Bucaramanga,2024-01-15,Activo
201,Cliente 201,cliente201@correo.com,3238432443,Bogotá,2025-06-21,Inactivo
202,Cliente 202,cliente202@correo.com,3564403991,Bogotá,2024-04-30,Activo
203,Cliente 203,cliente203@correo.com,3636508040,Medellín,2024-01-29,Inactivo
204,Cliente 204,cliente204@correo.com,3811908210,Barranquilla,2024-07-15,Inactivo
205,Cliente 205,cliente205@correo.com,3777598766,Cali,2024-12-03,Inactivo
206,Cliente 206,cliente206@correo.com,3363524012,Bogotá,2024-09-05,Activo
207,Cliente 207,cliente207@correo.com,3560070319,Bucaramanga,2024-12-24,Activo
208,Cliente 208,cliente208@correo.com,3687257135,Barranquilla,2024-12-27,Activo
209,Cliente 209,cliente209@correo.com,3811231194,Bogotá,2025-03-10,Inactivo
210,Cliente 210,cliente210@correo.com,3370132717,Medellín,2024-03-15,Activo
211,Cliente 211,cliente211@correo.com,3163038427,Medellín,2024-06-03,Inactivo
212,Cliente 212,cliente212@correo.com,3156705654,Bogotá,2024-02-15,Inactivo
213,Cliente 213,cliente213@correo.com,3497556341,Bogotá,2025-05-28,Inactivo
214,Cliente 214,cliente214@correo.com,3235964182,Bucaramanga,2024-02-11,Activo
215,Cliente 215,cliente215@correo.com,3813239997,Medellín,2025-03-29,Inactivo
216,Cliente 216,cliente216@correo.com,3126435211,Bucaramanga,2025-04-01,Inactivo
217,Cliente 217,cliente217@correo.com,3368444553,Cali,2024-04-02,Activo
218,Cliente 218,cliente218@correo.com,3136714792,Barranquilla,2024-11-05,Activo
219,Cliente 219,cliente219@correo.com,3436303125,Medellín,2024-09-24,Inactivo
220,Cliente 220,cliente220@correo.com,3966423090,Bogotá,2025-01-24,Inactivo
221,Cliente 221,cliente221@correo.com,3556158123,Medellín,2024-04-06,Activo
222,Cliente 222,cliente222@correo.com,3463636985,Bucaramanga,2024-12-04,Inactivo
223,Cliente 223,cliente223@correo.com,3212407809,Medellín,2025-05-07,Inactivo
224,Cliente 224,cliente224@correo.com,3699841775,Bucaramanga,2025-06-20,Activo
225,Cliente 225,cliente225@correo.com,3897981923,Medellín,2024-10-25,Activo
226,Cliente 226,cliente226@correo.com,3517941688,Bucaramanga,2025-01-14,Inactivo
227,Cliente 227,cliente227@correo.com,3539700397,Cali,2024-04-09,Activo
228,Cliente 228,cliente228@correo.com,3146787890,Cali,2024-03-07,Inactivo
229,Cliente 229,cliente229@correo.com,3420319715,Cali,2025-03-03,Inactivo
230,Cliente 230,cliente230@correo.com,3449276076,Bucaramanga,2024-10-06,Activo
231,Cliente 231,cliente231@correo.com,3230850461,Medellín,2025-06-22,Inactivo
232,Cliente 232,cliente232@correo.com,3942572378,Cali,2024-11-29,Activo
233,Cliente 233,cliente233@correo.com,3400231396,Barranquilla,2025-04-07,Inactivo
234,Cliente 234,cliente234@correo.com,3896326962,Barranquilla,2025-01-07,Activo
235,Cliente 235,cliente235@correo.com,3244505486,Bogotá,2024-02-27,Inactivo
236,Cliente 236,cliente236@correo.com,3941758346,Medellín,2024-09-14,Inactivo
237,Cliente 237,cliente237@correo.com,3955676121,Cali,2025-01-05,Inactivo
238,Cliente 238,cliente238@correo.com,3598829930,Bucaramanga,2024-11-10,Inactivo
239,Cliente 239,cliente239@correo.com,3280171232,Bogotá,2025-06-03,Activo
240,Cliente 240,cliente240@correo.com,3837920688,Medellín,2024-09-13,Activo
241,Cliente 241,cliente241@correo.com,3298213107,Barranquilla,2024-04-25,Activo
242,Cliente 242,cliente242@correo.com,3685949398,Cali,2024-04-11,Activo
243,Cliente 243,cliente243@correo.com,3380995626,Bogotá,2024-07-28,Activo
244,Cliente 244,cliente244@correo.com,3952778906,Medellín,2024-03-15,Activo
245,Cliente 245,cliente245@correo.com,3563952925,Bogotá,2025-06-07,Inactivo
246,Cliente 246,cliente246@correo.com,3862655633,Cali,2025-05-13,Activo
247,Cliente 247,cliente247@correo.com,3742181363,Barranquilla,2024-07-24,Activo
248,Cliente 248,cliente248@correo.com,3585539260,Cali,2025-03-11,Activo
249,Cliente 249,cliente249@correo.com,3879341687,Bogotá,2025-05-08,Inactivo
250,Cliente 250,cliente250@correo.com,3316212553,Bogotá,2025-02-21,Inactivo
251,Cliente 251,cliente251@correo.com,3622993674,Bogotá,2025-06-10,Inactivo
252,Cliente 252,cliente252@correo.com,3954947468,Bucaramanga,2025-06-06,Inactivo
253,Cliente 253,cliente253@correo.com,3477770579,Barranquilla,2024-02-11,Activo
254,Cliente 254,cliente254@correo.com,3421429200,Bogotá,2024-07-13,Activo
255,Cliente 255,cliente255@correo.com,3650284044,Cali,2024-11-05,Inactivo
256,Cliente 256,cliente256@correo.com,3541776762,Bucaramanga,2025-06-22,Inactivo
257,Cliente 257,cliente257@correo.com,3585892085,Cali,2024-11-11,Activo
258,Cliente 258,cliente258@correo.com,3576938197,Bucaramanga,2025-06-02,Activo
259,Cliente 259,cliente259@correo.com,3371381553,Bogotá,2024-06-15,Inactivo
260,Cliente 260,cliente260@correo.com,3495526921,Barranquilla,2024-02-07,Inactivo
261,Cliente 261,cliente261@correo.com,3807587319,Bogotá,2024-10-15,Activo
262,Cliente 262,cliente262@correo.com,3105173678,Barranquilla,2024-04-02,Inactivo
263,Cliente 263,cliente263@correo.com,3392012260,Cali,2025-04-20,Inactivo
264,Cliente 264,cliente264@correo.com,3517104486,Barranquilla,2024-12-10,Activo
265,Cliente 265,cliente265@correo.com,3480637993,Medellín,2025-05-10,Inactivo
266,Cliente 266,cliente266@correo.com,3119502990,Medellín,2024-05-31,Inactivo
267,Cliente 267,cliente267@correo.com,3236492671,Bucaramanga,2025-01-11,Inactivo
268,Cliente 268,cliente268@correo.com,3376940130,Bucaramanga,2025-02-26,Inactivo
269,Cliente 269,cliente269@correo.com,3842299781,Cali,2025-03-06,Inactivo
270,Cliente 270,cliente270@correo.com,3934294918,Barranquilla,2024-12-09,Activo
271,Cliente 271,cliente271@correo.com,3531541764,Barranquilla,2025-05-18,Activo
272,Cliente 272,cliente272@correo.com,3239017489,Medellín,2024-03-06,Activo
273,Cliente 273,cliente273@correo.com,3884009203,Bogotá,2024-08-22,Activo
274,Cliente 274,cliente274@correo.com,3267195372,Barranquilla,2024-09-16,Activo
275,Cliente 275,cliente275@correo.com,3797567470,Medellín,2025-02-12,Activo
276,Cliente 276,cliente276@correo.com,3559224379,Bucaramanga,2024-04-01,Activo
277,Cliente 277,cliente277@correo.com,3673900166,Barranquilla,2024-08-11,Inactivo
278,Cliente 278,cliente278@correo.com,3799639248,Bogotá,2024-02-18,Inactivo
279,Cliente 279,cliente279@correo.com,3384900526,Cali,2024-05-01,Activo
280,Cliente 280,cliente280@correo.com,3964491604,Bogotá,2025-05-06,Activo
281,Cliente 281,cliente281@correo.com,3518455522,Bogotá,2024-03-30,Inactivo
282,Cliente 282,cliente282@correo.com,3832248289,Bucaramanga,2024-10-28,Inactivo
283,Cliente 283,cliente283@correo.com,3224722667,Bucaramanga,2025-02-06,Inactivo
284,Cliente 284,cliente284@correo.com,3260130901,Barranquilla,2024-04-18,Activo
285,Cliente 285,cliente285@correo.com,3659143143,Cali,2024-06-20,Inactivo
286,Cliente 286,cliente286@correo.com,3628792661,Bucaramanga,2024-10-22,Activo
287,Cliente 287,cliente287@correo.com,3621811015,Bogotá,2024-12-11,Activo
288,Cliente 288,cliente288@correo.com,3861068934,Cali,2024-12-21,Activo
289,Cliente 289,cliente289@correo.com,3421976730,Bogotá,2025-03-26,Activo
290,Cliente 290,cliente290@correo.com,3394811561,Cali,2025-06-04,Activo
291,Cliente 291,cliente291@correo.com,3259275466,Medellín,2025-02-25,Inactivo
292,Cliente 292,cliente292@correo.com,3537783726,Bucaramanga,2024-07-18,Activo
293,Cliente 293,cliente293@correo.com,3259831568,Barranquilla,2025-06-05,Inactivo
294,Cliente 294,cliente294@correo.com,3615553867,Cali,2024-10-13,Inactivo
295,Cliente 295,cliente295@correo.com,3330210579,Barranquilla,2025-05-18,Inactivo
296,Cliente 296,cliente296@correo.com,3359483158,Cali,2025-04-26,Activo
297,Cliente 297,cliente297@correo.com,3893717383,Bucaramanga,2024-07-04,Inactivo
298,Cliente 298,cliente298@correo.com,3162451268,Bucaramanga,2024-06-02,Inactivo
299,Cliente 299,cliente299@correo.com,3792632492,Medellín,2024-05-18,Inactivo
300,Cliente 300,cliente300@correo.com,3615833046,Cali,2025-05-20,Activo
